query1,query2,label
光子嫩肤之后注意事项,光子嫩肤后注意事项,2
去湿气最有效最好方法,去湿气最快的好方法有哪些,2
正常人的血液是多少,一个人血量多少毫升,2
卵巢囊肿会引起什么症状,卵巢囊肿症状有哪些表现,2
卵巢囊肿什么症状,卵巢囊肿有哪些症状,2
孕妇能吃阿胶不,怀孕妇可以吃阿胶吗,2
痛风可不可以治好,痛风能不能治愈,2
麦粒肿是什么引起的,麦粒肿是怎么得的,2
两个小时尿一次正常吗,2个小时尿一次正常吗,2
口腔溃疡吃啥药,得口腔溃疡吃什么药,2
肾虚是怎么回事,肾虚怎么引起的原因,2
打嗝什么原因,打嗝是因为什么引起的,2
儿童能不能喝蜂蜜水吗,小孩可以经常喝蜂蜜水吗,2
食物中毒吃什么药,食物中毒吃什么药？,2
牙龈萎缩怎么恢复正常,牙龈萎缩怎样治疗,2
右眼皮一直跳咋回事,右眼皮一直跳怎么回事,2
打胎药哪里可以买到,药流的药在哪里买,2
肾虚是如何引起的,肾虚是因为什么引起的,2
糖尿病早期的症状,糖尿病的早期症状有哪些,2
睡不着怎么办,睡不着怎么办？,2
生完孩子两个多月来月经正常吗,产后两个多月来月经正常吗,2
剖腹产多久伤口完全愈合,破腹产刀口多久愈合,2
怎么检查缺钙,怎么看缺不缺钙,2
刨腹产多久可以同房,剖腹产的多久可以同房,2
根管治疗费用多少钱,根管治疗要多少钱？,2
月经几天后是安全期 月经第一天开始算,月经过去几天是安全期,2
睡不着，怎么办,睡不着了咋么办,2
怀孕期间脚气痒怎么办,怀孕有脚气很痒怎么办,2
同房没有内射会不会怀孕,同房时不射里面会怀孕吗?,2
薏米茶月经期可以喝吗,来月经能喝薏米茶吗,2
鹅口疮是什么引起的,鹅口疮的病因,2
前列腺炎的病因是什么,前列腺炎表现症状,2
血压高的人可以喝牛奶吗,高血压能不能喝牛奶,2
月经期间可以喝薏米茶吗,月经期间能喝薏米茶吗?,2
怎么判断输卵管是否通畅,怎么看输卵管是否通畅,2
用香皂洗脸可以吗,能用香皂洗脸吗,2
小孩可以喝蜂蜜水嘛,小孩子可以喝蜂蜜水吗？,2
一身红疙瘩,全身起红疙瘩,2
嘴里特别甜是怎么回事,嘴发甜是怎么回事,2
产后42天复查什么,生完宝宝42天需要复查什么,2
掉头发是什么回事,掉头发的原因,2
下巴长痘。,下巴长痘痘,2
肠胃炎的症状与治疗,胃肠炎症状及治疗,2
掉头发是因为什么原因,掉头发的原因,2
根管治疗需多少钱,根管治疗多少钱？,2
牙龈萎缩怎样治疗,牙龈萎缩怎么补救,2
糖尿病初期症状,糖尿病的早期症状,2
怎么算排卵时间是最准确的,怎么查排卵期是哪一天,2
小孩子怎么申请健康码,给孩子怎么申请健康码,2
卵巢囊肿的常见症状,卵巢囊肿表现,2
刚做完白内障手术吃什么好,白内障手术恢复吃什么,2
桂圆泡茶要去壳吗,桂圆干泡水喝用去壳吗,2
幽门螺杆菌阳性是什么,幽门螺旋杆菌阳性是什么意思,2
扁桃体发炎忌口的食物,扁桃体发炎什么不能吃,2
怀孕一个月能做爱吗？,怀孕第一个月能不能同房,2
什么感冒药好,感冒药那种好,2
眼模糊是什么原因引起的,眼睛模糊的原因,2
儿童怎么申请健康码,小孩子怎么申请健康码,2
健脾祛湿的中成药首选,祛湿健脾中成药,2
黄芪功效作用,黄芪功效和作用,2
肚子一直胀气怎么回事,肚子老是胀气的原因,2
来月经会腰疼是怎么回事,大姨妈来腰疼是啥原因,2
剖腹产后多久可以同房,剖腹产多久后可以同房,2
哮喘能治好吗？,哮喘能治愈吗,2
柿子不能和什么一起吃,柿子不能跟什么一起吃,2
儿童怎样申请健康码,儿童的健康码怎么申请,2
小孩子怎么申请健康码,怎么给小孩子申请健康码,2
癫痫病,癫痫病。,2
口腔溃疡，吃什么药,口腔溃疡病吃什么药,2
哮喘 能治好吗,哮喘能彻底治愈吗,2
晚上睡觉鼻子不透气是怎么回事,晚上鼻子不通气的原因,2
脑供血不足啥症状,脑供血不足有哪些症状,2
大母脚指甲长肉里怎么办,脚指甲长在肉里面怎么办,2
红酒会长胖吗,红酒会发胖吗,2
黄芪 功效与作用,黄芪的作用功效,2
肩井穴位置图,肩井穴的准确位置图,2
喝酸奶会胖吗,喝酸奶会胖？,2
快速入睡方法,怎么快速入睡的方法,2
孕期可以吃阿胶吗,孕期可以吃阿胶吗？,2
根管治疗要多少钱,根管治疗术多少钱,2
低压高什么原因,低压高怎么回事？,2
美年个人体检结果查询系统,美年大健康体检查询结果,2
黄芪 功效与作用,黄芪有什么功效和作用,2
胃疼吃啥药,胃疼应该吃什么药,2
怎样测酸碱体质,酸碱性体质怎么测,2
京东大药房的药靠谱吗,京东药房的药是正品吗,2
肚子一直胀气怎么回事,肚子老胀气什么原因,2
根管治疗需要多少钱,根管治疗一般多少钱,2
怎么判断自己是来了例假还是流产,如何区分是流产还是月经,2
乙肝能彻底治愈吗,现在乙肝可以治愈吗,2
孕初期能吃蒜苔吗,怀孕初期可以吃蒜苔吗,2
喝酸奶会胖？,酸奶喝了会胖吗,2
痛风 能治好吗,痛风能治好吗,2
为什么仰卧起坐起不来,仰卧起坐做不起来是什么原因,2
核酸检测的费用是多少,核酸检测要多少钱,2
感冒可以吃鸡蛋吗？,感冒可以吃鸡蛋嘛,2
怎么判定是酸碱的体质,怎样测酸碱体质,2
标准三围是多少,三围标准对照表,2
紧急避孕药对身体的危害,紧急避孕药有什么危害,2
喝酸奶会胖么,喝酸奶胖吗,2
眼睛模糊是怎么回事,眼睛突然模糊是怎么回事,2
肩井穴的准确位置,肩井穴位图,2
迅速入睡的方法,咋样快速入睡,2
耳石症是什么原因引起来的,耳石症什么引起的,2
如何判断身体的酸碱性,酸碱体质怎么判断,2
大美年体检中心查询,美年大健康体检结果网上查询,2
月经期可以喝薏米茶吗,月经期能喝薏米茶吗,2
薏米茶来月经可以喝吗,姨妈期间能喝薏米茶吗,2
大椎穴的位置在哪,大椎穴定位,2
辣木籽作用功效,辣木籽有什么功效和作用,2
眼模糊是什么原因引起的,眼睛这段时间很模糊怎么回事,2
精神分裂症症症状,精神分裂症的症状是,2
普通避孕药和紧急避孕药,避孕药和紧急避孕药的区别,2
为什么磨牙什么原因,磨牙怎么回事,2
甲肝igg阳性,甲肝lgg阳性是什么意思,2
同房没有射里面会怀孕吗?,做爱没有内射会怀孕吗,2
大姨妈推迟了半个月,大姨妈推迟半个多月,2
怎么判断自己是来月经还是流产,怎么区分月经和流产,2
剖腹产伤口多久愈合,剖腹产伤口多久可以愈合,2
孕妇可以吃山楂吗？,孕期能吃山楂吗,2
食物中毒用什么药,食物中毒吃啥药,2
怀孕一个月能做爱,怀孕第一个月可以同房吗,2
怎么知道自己什么时候排卵,如何测算排卵期,2
婴儿2天没有排便,婴儿两天没大便,2
如何判断酸碱性,酸碱性怎么判断,2
紧急避孕药对身体伤害,紧急避孕药的伤害,2
大人身高体重标准表,身高标准体重对照表,2
怀孕前期应该补充什么,孕早期需要补充什么,2
肠癌的早期症状有哪些,肠癌早期表现,2
拔智齿报什么科,拔智齿挂口腔什么科,2
为什么恶心想吐,总是恶心想吐怎么回事,2
早 泄,出现早泄,2
黄体,黄体的形成,2
牛奶什么时间喝好最好,牛奶应该什么时候喝最好,2
孕初期乳头痒,孕妇 乳头痒,2
一个核酸检测多少钱,核酸检测多少钱？,2
胃炎的症状有,胃炎表现症状,2
增肥吃什么最好,增肥吃什么好,2
新型肺炎核酸检查多少钱,新型肺炎核酸检测费用,2
湿疹吃什么药最好,湿疹可以吃什么药,2
乙肝现在能治好吗,得了乙肝想知道能不能治好？,2
剖腹产,剖腹产产,2
脑梗的人吃什么好,脑梗病人吃什么好,2
怎么分辨是月经还是流产,如何判断是流产还是例假,2
孕妇能不能喝板蓝根,怀孕了能喝板蓝根吗,2
睡不着觉怎么办呀,睡不着觉怎么办,2
孕妇血糖高对胎儿有什么影响,孕期血糖高对胎儿有什么影响,2
乙肝可治愈吗,乙肝患者能治愈吗,2
湿疹吃什么药,得了湿疹吃什么药,2
血糖高吃米饭可以吗,血糖高米饭能吃吗,2
痛风 能治好吗,得了痛风能治好吗,2
验孕棒多久才能用,验孕棒啥时候用,2
剖腹产之后多久可以同房,剖腹产后多久可同房,2
孕期能不能吃山楂,怀孕可以吃山楂吗,2
右眼皮一直在跳是怎么回事,右眼皮一直跳是怎么啦,2
口腔溃疡，吃什么药,口腔溃疡吃什么药好,2
感冒时能吃鸡蛋吗,感冒能吃鸡蛋嘛？,2
怎样才能快速入睡？,怎么快速入睡,2
能不能用香皂洗脸,香皂能洗脸吗,2
维生素b族的作用及功能介绍,b族维生素的作用及功能,2
高血压可以喝牛奶吗？,高血压能喝牛奶吗？,2
感冒了可以吃鸡蛋嘛,感冒时能吃鸡蛋吗,2
精神分裂症的症状,精神分裂症的症状有哪些,2
什么情况搭桥什么情况支架,支架和搭桥的区别,2
剖腹产后多久才可以同房,剖腹产多久能同房,2
酸碱性体质怎么测,酸碱性怎么判断,2
吃水果什么时候吃最好,水果在什么时候吃最好,2
肤乐霜含激素吗,肤乐霜 有激素吗,2
精神分裂症,精神分裂症病,2
怎样快速入睡,快速入睡方法,2
怀孕了血压低怎么办,怀孕期间血压低怎么办,2
喝酸奶会胖么,酸奶喝了会发胖吗,2
怎么区分流产还是月经,如何判断月经还是流产,2
感冒了可以吃鸡蛋嘛,感冒了可以吃鸡蛋么,2
孕期长痘痘生男生女,怀孕期间长痘痘是男孩还是女孩,2
如何测试身体酸碱,酸碱体质怎么判断,2
非典的病原体是什么,非典型病原体,2
怎么判定是酸碱的体质,酸性体质和碱性体质怎么检测,2
剖腹产产后多久可以同房,剖腹产多久才能同房,2
胃疼应该吃什么药,胃疼吃点啥药,2
打嗝什么原因,打嗝是什么原因,2
快到绝经期来月经症状,快绝经时月经会出现什么状况,2
血压高的人能喝牛奶吗,高血压可以喝牛奶吗,2
乳头疼怎么回事呢,乳头疼怎么事,2
肚子容易胀气是怎么回事,肚子老是胀气怎么回事,2
产后42天复查查什么,顺产42天复查什么,2
黄芪功效与作用,黄芪的作用与功效与作用点,2
打嗝是什么原因造成的,打嗝原因,2
山药不可以跟什么一起吃,山药不能跟什么一起吃,2
核酸检测 多少钱,核酸检测要多少钱？,2
胃炎的症状。,胃炎的症状有,2
螃蟹和番茄能一起吃吗,螃蟹跟番茄能一起吃吗,2
番茄螃蟹可以同吃吗,螃蟹和西红柿可以一起吃吗,2
鼻塞可以打预防针吗,鼻塞能不能打疫苗,2
酸碱体质怎么判断,酸碱性体质怎么测,2
感冒药哪个效果好,感冒药哪种好,2
什么叫黄体,女性黄体,2
脚灰指甲是怎么引起的,脚上灰指甲原因,2
怎么知道自己什么时候排卵,如何知道什么时候排卵,2
黄芪 功效与作用,黄芪有什么作用与功效与作用,2
月经后多少天安全期,月经干净后多久是安全期,2
精神分裂症的症状有那些,精神分裂症的症状有,2
嘴里发甜怎么回事,嘴发甜是怎么回事,2
产妇42天复查检查什么项目,产妇产后42天复查都检查什么,2
美年大健康体检查询结果,美年大健康体检结果网上查询,2
核酸检测多少钱,核酸检测费用多少？,2
葛根粉有啥作用,葛根粉作用功效有哪些,2
感昌流清鼻涕打喷涕吃什么药,打喷嚏流鼻涕吃什么感冒药,2
打嗝是什么原因？,打嗝因为什么,2
痛风可以治疗好吗,痛风可以治愈,2
卵巢囊肿会有什么症状表现,卵巢囊肿的表现,2
总恶心想吐是什么原因,想吐恶心是怎么回事,2
山楂干泡水的功效,山楂干泡水的功效与作用吗,2
大椎穴的位置在哪,大椎穴的位置,2
拔智齿挂口腔什么科,拔智齿要挂什么科室,2
耳石症是什么引起的,耳石症 原因,2
甘油三酯低是什么原因引起的,甘油三酯高是什么原因,2
孕妇可以喝咖啡嘛,孕妇能不能喝咖啡,2
肚子疼 拉不出,肚子痛拉不出,2
月经来腰疼是怎么回事,来月经腰疼是咋回事,2
手发黄是什么原因引起的,手很黄怎么回事,2
多种维生素b族的作用与功效,b族维生素有什么作用及功能,2
女生怀孕10天的表现,怀孕十天征兆,2
维生素b 族的作用及功能,多种维生素b族的作用与功效,2
血压高可以吃牛奶吗,高血压可以喝牛奶吗？,2
孕妇脚气痒的厉害怎么办,孕妇有脚气脚痒怎么办,2
甘油三酯低是什么原因,甘油三酯高是什么原因,2
怀孕第一个月可以同房么,怀孕第一个月能过性活吗,2
肤乐霜含有激素吗,肤乐霜有激素么,2
大便时黑色,大便老是黑色,2
胃疼要吃什么药,胃疼吃什么药?,2
大椎穴准确正确位置,大椎穴在哪个位置,2
胃疼要吃什么药,胃疼吃什么药管用,2
枸杞和什么喝补肾壮阳,枸杞泡什么补肾壮阳,2
叶酸哪个牌子比较好,叶酸什么牌子最好,2
葛根粉有什么作用？,葛根粉的作用,2
狐臭应该挂哪个科室,狐臭看什么科室,2
什么膏药治腰间盘突出效果好,腰间盘突出最好的膏药,2
右眼皮一直在跳是怎么回事,右眼皮老是跳是怎么回事,2
刚刚怀孕几天有什么症状,刚怀孕几天会有什么症状,2
女子的处血,处女血,2
发烧能喝牛奶吗？,发烧的人能喝牛奶吗,2
藿香正气水可以治灰指甲吗,藿香正气水 灰指甲,2
皮包口比较紧,包皮太紧,2
孕妇吃什么胎儿长的快,孕晚期吃什么长胎最快,2
卵巢囊肿临床症状,卵巢囊肿有什么症状表现,2
低血糖指标范围是多少,低血糖正常值是多少,2
扁桃体发炎不能吃什么,扁桃体发炎不能吃什么？,2
42天产后复查,生完孩子42天复查都检查什么,2
非霍奇金淋巴瘤是癌症吗,非霍奇金淋巴瘤,2
右眼皮一直跳是什么回事,最近右眼皮一直跳是怎么回事,2
刚怀孕几天会有什么症状,怀孕后几天有什么症状,2
怎么测自己是酸碱体质,怎么测试酸性碱性体质,2
掉头发什么原因,掉头发是怎么回事呀,2
大美年体检中心查询,美年个人体检结果查询,2
乙肝是否能治愈,乙肝能不能治愈,2
剖腹产和顺产女人那个很紧吗,女人破腹产和顺产哪个紧,2
瞳距多少正常,女生瞳距一般是多少,2
感冒药哪个效果好,感冒药那种好,2
怎么测自己是酸碱体质,怎么测身体是酸性还是碱性,2
麦粒肿怎么引起的,麦粒肿是怎么得的,2
掉头发 什么原因,掉头发是因为什么原因,2
月经来了腰痛是什么原因,来月经腰疼是咋回事,2
龟头炎图片图片大全,各种龟头炎图片,2
判断酸碱性,怎么测试酸性碱性体质,2
甲状腺。,甲甲状腺,2
黄芪的作用与功效与作用点,黄芪的功效作用,2
怎么判断输卵管是否通畅,怎样查输卵管是否通畅,2
坐骨神经痛有哪些症状,坐骨神经疼有什么症状,2
牙龈萎缩了怎么治疗,牙龈萎缩怎么补救,2
麦粒肿怎么引起,麦粒肿怎么引起的原因,2
水果什么时候吃最合适,水果什么时间段吃最好,2
验孕棒什么时候用,验孕棒要什么时候用,2
嘴里甜是怎么回事,嘴里老是觉得甜是怎么啦,2
甲沟炎如何自己处理,甲沟炎怎么办才能好,2
女性怎样判断自己输卵管是否通畅,看输卵管是否通畅,2
菠菜可以和鱼一起吃吗,鱼和菠菜能一块吃吗,2
山药不能和什么一块吃,山药不能和啥一起吃,2
血压高的人可以喝牛奶吗,血压高的能喝牛奶吗,2
做试管婴儿多少钱？,做试管婴儿需多少钱,2
如何确定排卵日准确时间,怎么样确定排卵日,2
人体血液多少毫升,正常人血液有多少毫升,2
减肥期间能吃饺子吗,减肥能吃水饺吗,2
宝宝的脚一年长多少厘米,宝宝脚一年长几厘米,2
人体内脏图形结构图片,人体内脏构造图 结构图,2
孕妇可以吃蒜苔吗早期,孕早期能吃蒜苔吗,2
